cheeses_ID,wedding_ID,MAX_SCORE,MAX_MATCH_PERCENTAGE
ADL Brick Cheese,port - Gouveio,21,0.6
ADL Brick Cheese,port - Malvasia Fina,21,0.6
ADL Brick Cheese,port - Sousão,18,0.51
ADL Brick Cheese,port - Tempranillo,27,0.77
ADL Brick Cheese,port - Tinta Amarela,27,0.77
ADL Brick Cheese,port - Tinta Barroca,18,0.51
ADL Brick Cheese,port - Tinta Cão,18,0.51
ADL Brick Cheese,port - Touriga Franca,24,0.69
ADL Brick Cheese,port - Touriga Nacional,18,0.51
ADL Brick Cheese,port - Viosinho,21,0.6
ADL Brick Cheese,red - Cabernet Sauvignon,27,0.77
ADL Brick Cheese,red - Carménère,27,0.77
ADL Brick Cheese,red - Malbec,18,0.51
ADL Brick Cheese,red - Merlot,27,0.77
ADL Brick Cheese,red - Pinot Noir,27,0.77
ADL Brick Cheese,red - Shiraz,24,0.69
ADL Brick Cheese,red - Tempranillo,18,0.51
ADL Brick Cheese,rosé - Cinsault,25,0.71
ADL Brick Cheese,rosé - Grenache,27,0.77
ADL Brick Cheese,rosé - Malbec,18,0.51
ADL Brick Cheese,rosé - Merlot,27,0.77
ADL Brick Cheese,rosé - Mourvèdre,19,0.54
ADL Brick Cheese,rosé - Pinot Noir,27,0.77
ADL Brick Cheese,rosé - Sangiovese,27,0.77
ADL Brick Cheese,rosé - Shiraz,27,0.77
ADL Brick Cheese,rosé - Tempranillo,27,0.77
ADL Brick Cheese,white - Albariño,19,0.54
ADL Brick Cheese,white - Chardonnay,27,0.77
ADL Brick Cheese,white - Chenin Blanc,27,0.77
ADL Brick Cheese,white - Gewürztraminer,21,0.6
ADL Brick Cheese,white - Moscato,27,0.77
ADL Brick Cheese,white - Pinot Grigio,25,0.71
ADL Brick Cheese,white - Riesling,23,0.66
ADL Brick Cheese,white - Sauvignon Blanc,23,0.66
ADL Brick Cheese,white - Vermentino,25,0.71
ADL Brick Cheese,white - Viognier,27,0.77
ADL Mild Cheddar,port - Gouveio,22,0.63
ADL Mild Cheddar,port - Malvasia Fina,22,0.63
ADL Mild Cheddar,port - Sousão,19,0.54
ADL Mild Cheddar,port - Tempranillo,26,0.74
ADL Mild Cheddar,port - Tinta Amarela,26,0.74
ADL Mild Cheddar,port - Tinta Barroca,19,0.54
ADL Mild Cheddar,port - Tinta Cão,19,0.54
ADL Mild Cheddar,port - Touriga Franca,23,0.66
ADL Mild Cheddar,port - Touriga Nacional,19,0.54
ADL Mild Cheddar,port - Viosinho,22,0.63
ADL Mild Cheddar,red - Cabernet Sauvignon,26,0.74
ADL Mild Cheddar,red - Carménère,26,0.74
ADL Mild Cheddar,red - Malbec,19,0.54
ADL Mild Cheddar,red - Merlot,26,0.74
ADL Mild Cheddar,red - Pinot Noir,26,0.74
ADL Mild Cheddar,red - Shiraz,27,0.77
ADL Mild Cheddar,red - Tempranillo,19,0.54
ADL Mild Cheddar,rosé - Cinsault,22,0.63
ADL Mild Cheddar,rosé - Grenache,26,0.74
ADL Mild Cheddar,rosé - Malbec,19,0.54
ADL Mild Cheddar,rosé - Merlot,26,0.74
ADL Mild Cheddar,rosé - Mourvèdre,20,0.57
ADL Mild Cheddar,rosé - Pinot Noir,26,0.74
ADL Mild Cheddar,rosé - Sangiovese,26,0.74
ADL Mild Cheddar,rosé - Shiraz,26,0.74
ADL Mild Cheddar,rosé - Tempranillo,26,0.74
ADL Mild Cheddar,white - Albariño,20,0.57
ADL Mild Cheddar,white - Chardonnay,26,0.74
ADL Mild Cheddar,white - Chenin Blanc,27,0.77
ADL Mild Cheddar,white - Gewürztraminer,22,0.63
ADL Mild Cheddar,white - Moscato,26,0.74
ADL Mild Cheddar,white - Pinot Grigio,23,0.66
ADL Mild Cheddar,white - Riesling,24,0.69
ADL Mild Cheddar,white - Sauvignon Blanc,24,0.69
ADL Mild Cheddar,white - Vermentino,22,0.63
ADL Mild Cheddar,white - Viognier,26,0.74
Aarewasser,port - Gouveio,25,0.71
Aarewasser,port - Malvasia Fina,25,0.71
Aarewasser,port - Sousão,24,0.69
Aarewasser,port - Tempranillo,28,0.8
Aarewasser,port - Tinta Amarela,28,0.8
Aarewasser,port - Tinta Barroca,24,0.69
Aarewasser,port - Tinta Cão,24,0.69
Aarewasser,port - Touriga Franca,28,0.8
Aarewasser,port - Touriga Nacional,24,0.69
Aarewasser,port - Viosinho,25,0.71
Aarewasser,red - Cabernet Sauvignon,25,0.71
Aarewasser,red - Carménère,27,0.77
Aarewasser,red - Malbec,24,0.69
Aarewasser,red - Merlot,25,0.71
Aarewasser,red - Pinot Noir,28,0.8
Aarewasser,red - Shiraz,24,0.69
Aarewasser,red - Tempranillo,22,0.63
Aarewasser,rosé - Cinsault,25,0.71
Aarewasser,rosé - Grenache,28,0.8
Aarewasser,rosé - Malbec,24,0.69
Aarewasser,rosé - Merlot,28,0.8
Aarewasser,rosé - Mourvèdre,23,0.66
Aarewasser,rosé - Pinot Noir,25,0.71
Aarewasser,rosé - Sangiovese,25,0.71
Aarewasser,rosé - Shiraz,27,0.77
Aarewasser,rosé - Tempranillo,27,0.77
Aarewasser,white - Albariño,24,0.69
Aarewasser,white - Chardonnay,25,0.71
Aarewasser,white - Chenin Blanc,25,0.71
Aarewasser,white - Gewürztraminer,25,0.71
Aarewasser,white - Moscato,28,0.8
Aarewasser,white - Pinot Grigio,28,0.8
Aarewasser,white - Riesling,25,0.71
Aarewasser,white - Sauvignon Blanc,25,0.71
Aarewasser,white - Vermentino,24,0.69
Aarewasser,white - Viognier,28,0.8
Abbaye de Belloc,port - Gouveio,24,0.69
Abbaye de Belloc,port - Malvasia Fina,24,0.69
Abbaye de Belloc,port - Sousão,23,0.66
Abbaye de Belloc,port - Tempranillo,26,0.74
Abbaye de Belloc,port - Tinta Amarela,26,0.74
Abbaye de Belloc,port - Tinta Barroca,23,0.66
Abbaye de Belloc,port - Tinta Cão,23,0.66
Abbaye de Belloc,port - Touriga Franca,25,0.71
Abbaye de Belloc,port - Touriga Nacional,23,0.66
Abbaye de Belloc,port - Viosinho,24,0.69
Abbaye de Belloc,red - Cabernet Sauvignon,26,0.74
Abbaye de Belloc,red - Carménère,26,0.74
Abbaye de Belloc,red - Malbec,23,0.66
Abbaye de Belloc,red - Merlot,26,0.74
Abbaye de Belloc,red - Pinot Noir,26,0.74
Abbaye de Belloc,red - Shiraz,24,0.69
Abbaye de Belloc,red - Tempranillo,21,0.6
Abbaye de Belloc,rosé - Cinsault,22,0.63
Abbaye de Belloc,rosé - Grenache,26,0.74
Abbaye de Belloc,rosé - Malbec,23,0.66
Abbaye de Belloc,rosé - Merlot,26,0.74
Abbaye de Belloc,rosé - Mourvèdre,24,0.69
Abbaye de Belloc,rosé - Pinot Noir,26,0.74
Abbaye de Belloc,rosé - Sangiovese,26,0.74
Abbaye de Belloc,rosé - Shiraz,26,0.74
Abbaye de Belloc,rosé - Tempranillo,26,0.74
Abbaye de Belloc,white - Albariño,24,0.69
Abbaye de Belloc,white - Chardonnay,26,0.74
Abbaye de Belloc,white - Chenin Blanc,26,0.74
Abbaye de Belloc,white - Gewürztraminer,24,0.69
Abbaye de Belloc,white - Moscato,26,0.74
Abbaye de Belloc,white - Pinot Grigio,25,0.71
Abbaye de Belloc,white - Riesling,24,0.69
Abbaye de Belloc,white - Sauvignon Blanc,24,0.69
Abbaye de Belloc,white - Vermentino,23,0.66
Abbaye de Belloc,white - Viognier,26,0.74
Abbaye de Belval,port - Gouveio,24,0.69
Abbaye de Belval,port - Malvasia Fina,24,0.69
Abbaye de Belval,port - Sousão,23,0.66
Abbaye de Belval,port - Tempranillo,26,0.74
Abbaye de Belval,port - Tinta Amarela,26,0.74
Abbaye de Belval,port - Tinta Barroca,23,0.66
Abbaye de Belval,port - Tinta Cão,23,0.66
Abbaye de Belval,port - Touriga Franca,25,0.71
Abbaye de Belval,port - Touriga Nacional,23,0.66
Abbaye de Belval,port - Viosinho,24,0.69
Abbaye de Belval,red - Cabernet Sauvignon,26,0.74
Abbaye de Belval,red - Carménère,26,0.74
Abbaye de Belval,red - Malbec,23,0.66
Abbaye de Belval,red - Merlot,26,0.74
Abbaye de Belval,red - Pinot Noir,26,0.74
Abbaye de Belval,red - Shiraz,24,0.69
Abbaye de Belval,red - Tempranillo,23,0.66
Abbaye de Belval,rosé - Cinsault,26,0.74
Abbaye de Belval,rosé - Grenache,26,0.74
Abbaye de Belval,rosé - Malbec,23,0.66
Abbaye de Belval,rosé - Merlot,26,0.74
Abbaye de Belval,rosé - Mourvèdre,24,0.69
Abbaye de Belval,rosé - Pinot Noir,26,0.74
Abbaye de Belval,rosé - Sangiovese,26,0.74
Abbaye de Belval,rosé - Shiraz,26,0.74
Abbaye de Belval,rosé - Tempranillo,26,0.74
Abbaye de Belval,white - Albariño,24,0.69
Abbaye de Belval,white - Chardonnay,26,0.74
Abbaye de Belval,white - Chenin Blanc,26,0.74
Abbaye de Belval,white - Gewürztraminer,24,0.69
Abbaye de Belval,white - Moscato,26,0.74
Abbaye de Belval,white - Pinot Grigio,26,0.74
Abbaye de Belval,white - Riesling,24,0.69
Abbaye de Belval,white - Sauvignon Blanc,24,0.69
Abbaye de Belval,white - Vermentino,26,0.74
Abbaye de Belval,white - Viognier,26,0.74
Abbaye de Citeaux,port - Gouveio,26,0.74
Abbaye de Citeaux,port - Malvasia Fina,26,0.74
Abbaye de Citeaux,port - Sousão,19,0.54
Abbaye de Citeaux,port - Tempranillo,26,0.74
Abbaye de Citeaux,port - Tinta Amarela,26,0.74
Abbaye de Citeaux,port - Tinta Barroca,19,0.54
Abbaye de Citeaux,port - Tinta Cão,19,0.54
Abbaye de Citeaux,port - Touriga Franca,23,0.66
Abbaye de Citeaux,port - Touriga Nacional,19,0.54
Abbaye de Citeaux,port - Viosinho,26,0.74
Abbaye de Citeaux,red - Cabernet Sauvignon,26,0.74
Abbaye de Citeaux,red - Carménère,26,0.74
Abbaye de Citeaux,red - Malbec,19,0.54
Abbaye de Citeaux,red - Merlot,26,0.74
Abbaye de Citeaux,red - Pinot Noir,26,0.74
Abbaye de Citeaux,red - Shiraz,22,0.63
Abbaye de Citeaux,red - Tempranillo,17,0.49
Abbaye de Citeaux,rosé - Cinsault,22,0.63
Abbaye de Citeaux,rosé - Grenache,26,0.74
Abbaye de Citeaux,rosé - Malbec,19,0.54
Abbaye de Citeaux,rosé - Merlot,26,0.74
Abbaye de Citeaux,rosé - Mourvèdre,18,0.51
Abbaye de Citeaux,rosé - Pinot Noir,26,0.74
Abbaye de Citeaux,rosé - Sangiovese,26,0.74
Abbaye de Citeaux,rosé - Shiraz,26,0.74
Abbaye de Citeaux,rosé - Tempranillo,26,0.74
Abbaye de Citeaux,white - Albariño,19,0.54
Abbaye de Citeaux,white - Chardonnay,26,0.74
Abbaye de Citeaux,white - Chenin Blanc,26,0.74
Abbaye de Citeaux,white - Gewürztraminer,26,0.74
Abbaye de Citeaux,white - Moscato,26,0.74
Abbaye de Citeaux,white - Pinot Grigio,23,0.66
Abbaye de Citeaux,white - Riesling,26,0.74
Abbaye de Citeaux,white - Sauvignon Blanc,26,0.74
Abbaye de Citeaux,white - Vermentino,22,0.63
Abbaye de Citeaux,white - Viognier,26,0.74
Abbaye de Tamié,port - Gouveio,24,0.69
Abbaye de Tamié,port - Malvasia Fina,24,0.69
Abbaye de Tamié,port - Sousão,21,0.6
Abbaye de Tamié,port - Tempranillo,27,0.77
Abbaye de Tamié,port - Tinta Amarela,27,0.77
Abbaye de Tamié,port - Tinta Barroca,21,0.6
Abbaye de Tamié,port - Tinta Cão,21,0.6
Abbaye de Tamié,port - Touriga Franca,27,0.77
Abbaye de Tamié,port - Touriga Nacional,21,0.6
Abbaye de Tamié,port - Viosinho,24,0.69
Abbaye de Tamié,red - Cabernet Sauvignon,24,0.69
Abbaye de Tamié,red - Carménère,24,0.69
Abbaye de Tamié,red - Malbec,21,0.6
Abbaye de Tamié,red - Merlot,25,0.71
Abbaye de Tamié,red - Pinot Noir,27,0.77
Abbaye de Tamié,red - Shiraz,22,0.63
Abbaye de Tamié,red - Tempranillo,21,0.6
Abbaye de Tamié,rosé - Cinsault,22,0.63
Abbaye de Tamié,rosé - Grenache,27,0.77
Abbaye de Tamié,rosé - Malbec,21,0.6
Abbaye de Tamié,rosé - Merlot,27,0.77
Abbaye de Tamié,rosé - Mourvèdre,22,0.63
Abbaye de Tamié,rosé - Pinot Noir,24,0.69
Abbaye de Tamié,rosé - Sangiovese,24,0.69
Abbaye de Tamié,rosé - Shiraz,24,0.69
Abbaye de Tamié,rosé - Tempranillo,24,0.69
Abbaye de Tamié,white - Albariño,22,0.63
Abbaye de Tamié,white - Chardonnay,24,0.69
Abbaye de Tamié,white - Chenin Blanc,24,0.69
Abbaye de Tamié,white - Gewürztraminer,24,0.69
Abbaye de Tamié,white - Moscato,27,0.77
Abbaye de Tamié,white - Pinot Grigio,27,0.77
Abbaye de Tamié,white - Riesling,24,0.69
Abbaye de Tamié,white - Sauvignon Blanc,24,0.69
Abbaye de Tamié,white - Vermentino,22,0.63
Abbaye de Tamié,white - Viognier,27,0.77
Abbaye de Timadeuc,port - Gouveio,24,0.69
Abbaye de Timadeuc,port - Malvasia Fina,24,0.69
Abbaye de Timadeuc,port - Sousão,23,0.66
Abbaye de Timadeuc,port - Tempranillo,26,0.74
Abbaye de Timadeuc,port - Tinta Amarela,26,0.74
Abbaye de Timadeuc,port - Tinta Barroca,23,0.66
Abbaye de Timadeuc,port - Tinta Cão,23,0.66
Abbaye de Timadeuc,port - Touriga Franca,25,0.71
Abbaye de Timadeuc,port - Touriga Nacional,23,0.66
Abbaye de Timadeuc,port - Viosinho,24,0.69
Abbaye de Timadeuc,red - Cabernet Sauvignon,26,0.74
Abbaye de Timadeuc,red - Carménère,26,0.74
Abbaye de Timadeuc,red - Malbec,23,0.66
Abbaye de Timadeuc,red - Merlot,26,0.74
Abbaye de Timadeuc,red - Pinot Noir,26,0.74
Abbaye de Timadeuc,red - Shiraz,24,0.69
Abbaye de Timadeuc,red - Tempranillo,23,0.66
Abbaye de Timadeuc,rosé - Cinsault,24,0.69
Abbaye de Timadeuc,rosé - Grenache,26,0.74
Abbaye de Timadeuc,rosé - Malbec,23,0.66
Abbaye de Timadeuc,rosé - Merlot,26,0.74
Abbaye de Timadeuc,rosé - Mourvèdre,24,0.69
Abbaye de Timadeuc,rosé - Pinot Noir,26,0.74
Abbaye de Timadeuc,rosé - Sangiovese,26,0.74
Abbaye de Timadeuc,rosé - Shiraz,26,0.74
Abbaye de Timadeuc,rosé - Tempranillo,26,0.74
Abbaye de Timadeuc,white - Albariño,24,0.69
Abbaye de Timadeuc,white - Chardonnay,26,0.74
Abbaye de Timadeuc,white - Chenin Blanc,28,0.8
Abbaye de Timadeuc,white - Gewürztraminer,24,0.69
Abbaye de Timadeuc,white - Moscato,26,0.74
Abbaye de Timadeuc,white - Pinot Grigio,25,0.71
Abbaye de Timadeuc,white - Riesling,28,0.8
Abbaye de Timadeuc,white - Sauvignon Blanc,28,0.8
Abbaye de Timadeuc,white - Vermentino,24,0.69
Abbaye de Timadeuc,white - Viognier,26,0.74
Abbaye du Mont des Cats,port - Gouveio,25,0.71
Abbaye du Mont des Cats,port - Malvasia Fina,25,0.71
Abbaye du Mont des Cats,port - Sousão,22,0.63
Abbaye du Mont des Cats,port - Tempranillo,27,0.77
Abbaye du Mont des Cats,port - Tinta Amarela,27,0.77
Abbaye du Mont des Cats,port - Tinta Barroca,22,0.63
Abbaye du Mont des Cats,port - Tinta Cão,22,0.63
Abbaye du Mont des Cats,port - Touriga Franca,24,0.69
Abbaye du Mont des Cats,port - Touriga Nacional,22,0.63
Abbaye du Mont des Cats,port - Viosinho,25,0.71
Abbaye du Mont des Cats,red - Cabernet Sauvignon,27,0.77
Abbaye du Mont des Cats,red - Carménère,27,0.77
Abbaye du Mont des Cats,red - Malbec,22,0.63
Abbaye du Mont des Cats,red - Merlot,27,0.77
Abbaye du Mont des Cats,red - Pinot Noir,27,0.77
Abbaye du Mont des Cats,red - Shiraz,23,0.66
Abbaye du Mont des Cats,red - Tempranillo,22,0.63
Abbaye du Mont des Cats,rosé - Cinsault,25,0.71
Abbaye du Mont des Cats,rosé - Grenache,27,0.77
Abbaye du Mont des Cats,rosé - Malbec,22,0.63
Abbaye du Mont des Cats,rosé - Merlot,27,0.77
Abbaye du Mont des Cats,rosé - Mourvèdre,23,0.66
Abbaye du Mont des Cats,rosé - Pinot Noir,27,0.77
Abbaye du Mont des Cats,rosé - Sangiovese,27,0.77
Abbaye du Mont des Cats,rosé - Shiraz,27,0.77
Abbaye du Mont des Cats,rosé - Tempranillo,27,0.77
Abbaye du Mont des Cats,white - Albariño,23,0.66
Abbaye du Mont des Cats,white - Chardonnay,27,0.77
Abbaye du Mont des Cats,white - Chenin Blanc,27,0.77
Abbaye du Mont des Cats,white - Gewürztraminer,25,0.71
Abbaye du Mont des Cats,white - Moscato,27,0.77
Abbaye du Mont des Cats,white - Pinot Grigio,25,0.71
Abbaye du Mont des Cats,white - Riesling,27,0.77
Abbaye du Mont des Cats,white - Sauvignon Blanc,27,0.77
Abbaye du Mont des Cats,white - Vermentino,25,0.71
Abbaye du Mont des Cats,white - Viognier,27,0.77
Abbot’s Gold,port - Gouveio,21,0.6
Abbot’s Gold,port - Malvasia Fina,21,0.6
Abbot’s Gold,port - Sousão,22,0.63
Abbot’s Gold,port - Tempranillo,26,0.74
Abbot’s Gold,port - Tinta Amarela,26,0.74
Abbot’s Gold,port - Tinta Barroca,22,0.63
Abbot’s Gold,port - Tinta Cão,22,0.63
Abbot’s Gold,port - Touriga Franca,26,0.74
Abbot’s Gold,port - Touriga Nacional,22,0.63
Abbot’s Gold,port - Viosinho,21,0.6
Abbot’s Gold,red - Cabernet Sauvignon,24,0.69
Abbot’s Gold,red - Carménère,25,0.71
Abbot’s Gold,red - Malbec,22,0.63
Abbot’s Gold,red - Merlot,24,0.69
Abbot’s Gold,red - Pinot Noir,26,0.74
Abbot’s Gold,red - Shiraz,26,0.74
Abbot’s Gold,red - Tempranillo,18,0.51
Abbot’s Gold,rosé - Cinsault,23,0.66
Abbot’s Gold,rosé - Grenache,26,0.74
Abbot’s Gold,rosé - Malbec,22,0.63
Abbot’s Gold,rosé - Merlot,26,0.74
Abbot’s Gold,rosé - Mourvèdre,21,0.6
Abbot’s Gold,rosé - Pinot Noir,23,0.66
Abbot’s Gold,rosé - Sangiovese,23,0.66
Abbot’s Gold,rosé - Shiraz,25,0.71
Abbot’s Gold,rosé - Tempranillo,25,0.71
Abbot’s Gold,white - Albariño,22,0.63
Abbot’s Gold,white - Chardonnay,24,0.69
Abbot’s Gold,white - Chenin Blanc,26,0.74
Abbot’s Gold,white - Gewürztraminer,21,0.6
Abbot’s Gold,white - Moscato,26,0.74
Abbot’s Gold,white - Pinot Grigio,26,0.74
Abbot’s Gold,white - Riesling,21,0.6
Abbot’s Gold,white - Sauvignon Blanc,21,0.6
Abbot’s Gold,white - Vermentino,22,0.63
Abbot’s Gold,white - Viognier,26,0.74
Abertam,port - Gouveio,22,0.63
Abertam,port - Malvasia Fina,22,0.63
Abertam,port - Sousão,21,0.6
Abertam,port - Tempranillo,24,0.69
Abertam,port - Tinta Amarela,24,0.69
Abertam,port - Tinta Barroca,21,0.6
Abertam,port - Tinta Cão,21,0.6
Abertam,port - Touriga Franca,21,0.6
Abertam,port - Touriga Nacional,21,0.6
Abertam,port - Viosinho,22,0.63
Abertam,red - Cabernet Sauvignon,24,0.69
Abertam,red - Carménère,24,0.69
Abertam,red - Malbec,23,0.66
Abertam,red - Merlot,24,0.69
Abertam,red - Pinot Noir,24,0.69
Abertam,red - Shiraz,26,0.74
Abertam,red - Tempranillo,23,0.66
Abertam,rosé - Cinsault,20,0.57
Abertam,rosé - Grenache,24,0.69
Abertam,rosé - Malbec,21,0.6
Abertam,rosé - Merlot,24,0.69
Abertam,rosé - Mourvèdre,24,0.69
Abertam,rosé - Pinot Noir,24,0.69
Abertam,rosé - Sangiovese,24,0.69
Abertam,rosé - Shiraz,24,0.69
Abertam,rosé - Tempranillo,24,0.69
Abertam,white - Albariño,24,0.69
Abertam,white - Chardonnay,24,0.69
Abertam,white - Chenin Blanc,26,0.74
Abertam,white - Gewürztraminer,22,0.63
Abertam,white - Moscato,24,0.69
Abertam,white - Pinot Grigio,21,0.6
Abertam,white - Riesling,22,0.63
Abertam,white - Sauvignon Blanc,22,0.63
Abertam,white - Vermentino,21,0.6
Abertam,white - Viognier,24,0.69
Abondance,port - Gouveio,25,0.71
Abondance,port - Malvasia Fina,25,0.71
Abondance,port - Sousão,24,0.69
Abondance,port - Tempranillo,26,0.74
Abondance,port - Tinta Amarela,26,0.74
Abondance,port - Tinta Barroca,24,0.69
Abondance,port - Tinta Cão,24,0.69
Abondance,port - Touriga Franca,26,0.74
Abondance,port - Touriga Nacional,24,0.69
Abondance,port - Viosinho,25,0.71
Abondance,red - Cabernet Sauvignon,25,0.71
Abondance,red - Carménère,25,0.71
Abondance,red - Malbec,24,0.69
Abondance,red - Merlot,25,0.71
Abondance,red - Pinot Noir,26,0.74
Abondance,red - Shiraz,24,0.69
Abondance,red - Tempranillo,22,0.63
Abondance,rosé - Cinsault,23,0.66
Abondance,rosé - Grenache,26,0.74
Abondance,rosé - Malbec,24,0.69
Abondance,rosé - Merlot,26,0.74
Abondance,rosé - Mourvèdre,25,0.71
Abondance,rosé - Pinot Noir,25,0.71
Abondance,rosé - Sangiovese,25,0.71
Abondance,rosé - Shiraz,25,0.71
Abondance,rosé - Tempranillo,25,0.71
Abondance,white - Albariño,25,0.71
Abondance,white - Chardonnay,25,0.71
Abondance,white - Chenin Blanc,25,0.71
Abondance,white - Gewürztraminer,25,0.71
Abondance,white - Moscato,26,0.74
Abondance,white - Pinot Grigio,26,0.74
Abondance,white - Riesling,25,0.71
Abondance,white - Sauvignon Blanc,25,0.71
Abondance,white - Vermentino,24,0.69
Abondance,white - Viognier,26,0.74
Acapella,port - Gouveio,24,0.69
Acapella,port - Malvasia Fina,24,0.69
Acapella,port - Sousão,23,0.66
Acapella,port - Tempranillo,27,0.77
Acapella,port - Tinta Amarela,27,0.77
Acapella,port - Tinta Barroca,23,0.66
Acapella,port - Tinta Cão,23,0.66
Acapella,port - Touriga Franca,27,0.77
Acapella,port - Touriga Nacional,23,0.66
Acapella,port - Viosinho,24,0.69
Acapella,red - Cabernet Sauvignon,24,0.69
Acapella,red - Carménère,24,0.69
Acapella,red - Malbec,23,0.66
Acapella,red - Merlot,24,0.69
Acapella,red - Pinot Noir,27,0.77
Acapella,red - Shiraz,24,0.69
Acapella,red - Tempranillo,23,0.66
Acapella,rosé - Cinsault,24,0.69
Acapella,rosé - Grenache,27,0.77
Acapella,rosé - Malbec,23,0.66
Acapella,rosé - Merlot,27,0.77
Acapella,rosé - Mourvèdre,24,0.69
Acapella,rosé - Pinot Noir,24,0.69
Acapella,rosé - Sangiovese,24,0.69
Acapella,rosé - Shiraz,24,0.69
Acapella,rosé - Tempranillo,24,0.69
Acapella,white - Albariño,24,0.69
Acapella,white - Chardonnay,24,0.69
Acapella,white - Chenin Blanc,26,0.74
Acapella,white - Gewürztraminer,24,0.69
Acapella,white - Moscato,27,0.77
Acapella,white - Pinot Grigio,27,0.77
Acapella,white - Riesling,26,0.74
Acapella,white - Sauvignon Blanc,26,0.74
Acapella,white - Vermentino,24,0.69
Acapella,white - Viognier,27,0.77
Accasciato,port - Gouveio,23,0.66
Accasciato,port - Malvasia Fina,23,0.66
Accasciato,port - Sousão,22,0.63
Accasciato,port - Tempranillo,27,0.77
Accasciato,port - Tinta Amarela,27,0.77
Accasciato,port - Tinta Barroca,22,0.63
Accasciato,port - Tinta Cão,22,0.63
Accasciato,port - Touriga Franca,26,0.74
Accasciato,port - Touriga Nacional,22,0.63
Accasciato,port - Viosinho,23,0.66
Accasciato,red - Cabernet Sauvignon,27,0.77
Accasciato,red - Carménère,29,0.83
Accasciato,red - Malbec,22,0.63
Accasciato,red - Merlot,27,0.77
Accasciato,red - Pinot Noir,27,0.77
Accasciato,red - Shiraz,25,0.71
Accasciato,red - Tempranillo,22,0.63
Accasciato,rosé - Cinsault,25,0.71
Accasciato,rosé - Grenache,27,0.77
Accasciato,rosé - Malbec,22,0.63
Accasciato,rosé - Merlot,27,0.77
Accasciato,rosé - Mourvèdre,23,0.66
Accasciato,rosé - Pinot Noir,27,0.77
Accasciato,rosé - Sangiovese,27,0.77
Accasciato,rosé - Shiraz,29,0.83
Accasciato,rosé - Tempranillo,29,0.83
Accasciato,white - Albariño,23,0.66
Accasciato,white - Chardonnay,27,0.77
Accasciato,white - Chenin Blanc,27,0.77
Accasciato,white - Gewürztraminer,23,0.66
Accasciato,white - Moscato,27,0.77
Accasciato,white - Pinot Grigio,26,0.74
Accasciato,white - Riesling,23,0.66
Accasciato,white - Sauvignon Blanc,23,0.66
Accasciato,white - Vermentino,23,0.66
Accasciato,white - Viognier,29,0.83
Ackawi,port - Gouveio,22,0.63
Ackawi,port - Malvasia Fina,22,0.63
Ackawi,port - Sousão,19,0.54
Ackawi,port - Tempranillo,25,0.71
Ackawi,port - Tinta Amarela,25,0.71
Ackawi,port - Tinta Barroca,19,0.54
Ackawi,port - Tinta Cão,19,0.54
Ackawi,port - Touriga Franca,25,0.71
Ackawi,port - Touriga Nacional,19,0.54
Ackawi,port - Viosinho,22,0.63
Ackawi,red - Cabernet Sauvignon,24,0.69
Ackawi,red - Carménère,24,0.69
Ackawi,red - Malbec,19,0.54
Ackawi,red - Merlot,24,0.69
Ackawi,red - Pinot Noir,25,0.71
Ackawi,red - Shiraz,22,0.63
Ackawi,red - Tempranillo,19,0.54
Ackawi,rosé - Cinsault,26,0.74
Ackawi,rosé - Grenache,26,0.74
Ackawi,rosé - Malbec,19,0.54
Ackawi,rosé - Merlot,25,0.71
Ackawi,rosé - Mourvèdre,20,0.57
Ackawi,rosé - Pinot Noir,24,0.69
Ackawi,rosé - Sangiovese,24,0.69
Ackawi,rosé - Shiraz,24,0.69
Ackawi,rosé - Tempranillo,24,0.69
Ackawi,white - Albariño,20,0.57
Ackawi,white - Chardonnay,24,0.69
Ackawi,white - Chenin Blanc,27,0.77
Ackawi,white - Gewürztraminer,22,0.63
Ackawi,white - Moscato,25,0.71
Ackawi,white - Pinot Grigio,26,0.74
Ackawi,white - Riesling,27,0.77
Ackawi,white - Sauvignon Blanc,27,0.77
Ackawi,white - Vermentino,26,0.74
Ackawi,white - Viognier,25,0.71
Acorn,port - Gouveio,23,0.66
Acorn,port - Malvasia Fina,23,0.66
Acorn,port - Sousão,20,0.57
Acorn,port - Tempranillo,23,0.66
Acorn,port - Tinta Amarela,23,0.66
Acorn,port - Tinta Barroca,20,0.57
Acorn,port - Tinta Cão,20,0.57
Acorn,port - Touriga Franca,20,0.57
Acorn,port - Touriga Nacional,20,0.57
Acorn,port - Viosinho,23,0.66
Acorn,red - Cabernet Sauvignon,23,0.66
Acorn,red - Carménère,23,0.66
Acorn,red - Malbec,20,0.57
Acorn,red - Merlot,23,0.66
Acorn,red - Pinot Noir,23,0.66
Acorn,red - Shiraz,25,0.71
Acorn,red - Tempranillo,20,0.57
Acorn,rosé - Cinsault,21,0.6
Acorn,rosé - Grenache,23,0.66
Acorn,rosé - Malbec,20,0.57
Acorn,rosé - Merlot,23,0.66
Acorn,rosé - Mourvèdre,25,0.71
Acorn,rosé - Pinot Noir,23,0.66
Acorn,rosé - Sangiovese,25,0.71
Acorn,rosé - Shiraz,23,0.66
Acorn,rosé - Tempranillo,25,0.71
Acorn,white - Albariño,25,0.71
Acorn,white - Chardonnay,25,0.71
Acorn,white - Chenin Blanc,25,0.71
Acorn,white - Gewürztraminer,23,0.66
