cheeses_ID,wedding_ID,MAX_SCORE,MAX_MATCH_PERCENTAGE
Manouri,rosé - Shiraz,25,0.71
Manouri,rosé - Tempranillo,25,0.71
Manouri,white - Albariño,22,0.63
Manouri,white - Chardonnay,25,0.71
Manouri,white - Chenin Blanc,26,0.74
Manouri,white - Gewürztraminer,25,0.71
Manouri,white - Moscato,26,0.74
Manouri,white - Pinot Grigio,26,0.74
Manouri,white - Riesling,26,0.74
Manouri,white - Sauvignon Blanc,26,0.74
Manouri,white - Vermentino,25,0.71
Manouri,white - Viognier,26,0.74
Manteca,port - Gouveio,22,0.63
Manteca,port - Malvasia Fina,22,0.63
Manteca,port - Sousão,21,0.6
Manteca,port - Tempranillo,26,0.74
Manteca,port - Tinta Amarela,26,0.74
Manteca,port - Tinta Barroca,21,0.6
Manteca,port - Tinta Cão,21,0.6
Manteca,port - Touriga Franca,23,0.66
Manteca,port - Touriga Nacional,21,0.6
Manteca,port - Viosinho,22,0.63
Manteca,red - Cabernet Sauvignon,26,0.74
Manteca,red - Carménère,26,0.74
Manteca,red - Malbec,21,0.6
Manteca,red - Merlot,26,0.74
Manteca,red - Pinot Noir,26,0.74
Manteca,red - Shiraz,24,0.69
Manteca,red - Tempranillo,21,0.6
Manteca,rosé - Cinsault,24,0.69
Manteca,rosé - Grenache,26,0.74
Manteca,rosé - Malbec,21,0.6
Manteca,rosé - Merlot,26,0.74
Manteca,rosé - Mourvèdre,22,0.63
Manteca,rosé - Pinot Noir,26,0.74
Manteca,rosé - Sangiovese,26,0.74
Manteca,rosé - Shiraz,26,0.74
Manteca,rosé - Tempranillo,26,0.74
Manteca,white - Albariño,22,0.63
Manteca,white - Chardonnay,26,0.74
Manteca,white - Chenin Blanc,26,0.74
Manteca,white - Gewürztraminer,22,0.63
Manteca,white - Moscato,26,0.74
Manteca,white - Pinot Grigio,24,0.69
Manteca,white - Riesling,24,0.69
Manteca,white - Sauvignon Blanc,24,0.69
Manteca,white - Vermentino,24,0.69
Manteca,white - Viognier,26,0.74
Manur,port - Gouveio,24,0.69
Manur,port - Malvasia Fina,24,0.69
Manur,port - Sousão,25,0.71
Manur,port - Tempranillo,25,0.71
Manur,port - Tinta Amarela,25,0.71
Manur,port - Tinta Barroca,25,0.71
Manur,port - Tinta Cão,25,0.71
Manur,port - Touriga Franca,25,0.71
Manur,port - Touriga Nacional,25,0.71
Manur,port - Viosinho,24,0.69
Manur,red - Cabernet Sauvignon,25,0.71
Manur,red - Carménère,24,0.69
Manur,red - Malbec,25,0.71
Manur,red - Merlot,25,0.71
Manur,red - Pinot Noir,25,0.71
Manur,red - Shiraz,26,0.74
Manur,red - Tempranillo,25,0.71
Manur,rosé - Cinsault,22,0.63
Manur,rosé - Grenache,25,0.71
Manur,rosé - Malbec,25,0.71
Manur,rosé - Merlot,25,0.71
Manur,rosé - Mourvèdre,26,0.74
Manur,rosé - Pinot Noir,25,0.71
Manur,rosé - Sangiovese,26,0.74
Manur,rosé - Shiraz,25,0.71
Manur,rosé - Tempranillo,26,0.74
Manur,white - Albariño,26,0.74
Manur,white - Chardonnay,26,0.74
Manur,white - Chenin Blanc,26,0.74
Manur,white - Gewürztraminer,24,0.69
Manur,white - Moscato,25,0.71
Manur,white - Pinot Grigio,25,0.71
Manur,white - Riesling,24,0.69
Manur,white - Sauvignon Blanc,24,0.69
Manur,white - Vermentino,25,0.71
Manur,white - Viognier,25,0.71
Marble Cheddar,port - Gouveio,25,0.71
Marble Cheddar,port - Malvasia Fina,25,0.71
Marble Cheddar,port - Sousão,20,0.57
Marble Cheddar,port - Tempranillo,25,0.71
Marble Cheddar,port - Tinta Amarela,25,0.71
Marble Cheddar,port - Tinta Barroca,20,0.57
Marble Cheddar,port - Tinta Cão,20,0.57
Marble Cheddar,port - Touriga Franca,24,0.69
Marble Cheddar,port - Touriga Nacional,20,0.57
Marble Cheddar,port - Viosinho,25,0.71
Marble Cheddar,red - Cabernet Sauvignon,25,0.71
Marble Cheddar,red - Carménère,25,0.71
Marble Cheddar,red - Malbec,22,0.63
Marble Cheddar,red - Merlot,25,0.71
Marble Cheddar,red - Pinot Noir,25,0.71
Marble Cheddar,red - Shiraz,28,0.8
Marble Cheddar,red - Tempranillo,22,0.63
Marble Cheddar,rosé - Cinsault,25,0.71
Marble Cheddar,rosé - Grenache,25,0.71
Marble Cheddar,rosé - Malbec,20,0.57
Marble Cheddar,rosé - Merlot,25,0.71
Marble Cheddar,rosé - Mourvèdre,23,0.66
Marble Cheddar,rosé - Pinot Noir,25,0.71
Marble Cheddar,rosé - Sangiovese,25,0.71
Marble Cheddar,rosé - Shiraz,25,0.71
Marble Cheddar,rosé - Tempranillo,25,0.71
Marble Cheddar,white - Albariño,23,0.66
Marble Cheddar,white - Chardonnay,25,0.71
Marble Cheddar,white - Chenin Blanc,28,0.8
Marble Cheddar,white - Gewürztraminer,25,0.71
Marble Cheddar,white - Moscato,25,0.71
Marble Cheddar,white - Pinot Grigio,25,0.71
Marble Cheddar,white - Riesling,27,0.77
Marble Cheddar,white - Sauvignon Blanc,27,0.77
Marble Cheddar,white - Vermentino,25,0.71
Marble Cheddar,white - Viognier,25,0.71
Marble Cheese,port - Gouveio,21,0.6
Marble Cheese,port - Malvasia Fina,21,0.6
Marble Cheese,port - Sousão,18,0.51
Marble Cheese,port - Tempranillo,24,0.69
Marble Cheese,port - Tinta Amarela,24,0.69
Marble Cheese,port - Tinta Barroca,18,0.51
Marble Cheese,port - Tinta Cão,18,0.51
Marble Cheese,port - Touriga Franca,24,0.69
Marble Cheese,port - Touriga Nacional,18,0.51
Marble Cheese,port - Viosinho,21,0.6
Marble Cheese,red - Cabernet Sauvignon,21,0.6
Marble Cheese,red - Carménère,23,0.66
Marble Cheese,red - Malbec,20,0.57
Marble Cheese,red - Merlot,21,0.6
Marble Cheese,red - Pinot Noir,24,0.69
Marble Cheese,red - Shiraz,23,0.66
Marble Cheese,red - Tempranillo,20,0.57
Marble Cheese,rosé - Cinsault,25,0.71
Marble Cheese,rosé - Grenache,24,0.69
Marble Cheese,rosé - Malbec,18,0.51
Marble Cheese,rosé - Merlot,24,0.69
Marble Cheese,rosé - Mourvèdre,21,0.6
Marble Cheese,rosé - Pinot Noir,21,0.6
Marble Cheese,rosé - Sangiovese,21,0.6
Marble Cheese,rosé - Shiraz,23,0.66
Marble Cheese,rosé - Tempranillo,23,0.66
Marble Cheese,white - Albariño,21,0.6
Marble Cheese,white - Chardonnay,21,0.6
Marble Cheese,white - Chenin Blanc,23,0.66
Marble Cheese,white - Gewürztraminer,21,0.6
Marble Cheese,white - Moscato,24,0.69
Marble Cheese,white - Pinot Grigio,25,0.71
Marble Cheese,white - Riesling,23,0.66
Marble Cheese,white - Sauvignon Blanc,23,0.66
Marble Cheese,white - Vermentino,23,0.66
Marble Cheese,white - Viognier,24,0.69
Marco Polo,port - Gouveio,23,0.66
Marco Polo,port - Malvasia Fina,23,0.66
Marco Polo,port - Sousão,24,0.69
Marco Polo,port - Tempranillo,24,0.69
Marco Polo,port - Tinta Amarela,24,0.69
Marco Polo,port - Tinta Barroca,24,0.69
Marco Polo,port - Tinta Cão,24,0.69
Marco Polo,port - Touriga Franca,24,0.69
Marco Polo,port - Touriga Nacional,24,0.69
Marco Polo,port - Viosinho,23,0.66
Marco Polo,red - Cabernet Sauvignon,24,0.69
Marco Polo,red - Carménère,23,0.66
Marco Polo,red - Malbec,24,0.69
Marco Polo,red - Merlot,24,0.69
Marco Polo,red - Pinot Noir,24,0.69
Marco Polo,red - Shiraz,28,0.8
Marco Polo,red - Tempranillo,22,0.63
Marco Polo,rosé - Cinsault,21,0.6
Marco Polo,rosé - Grenache,24,0.69
Marco Polo,rosé - Malbec,24,0.69
Marco Polo,rosé - Merlot,24,0.69
Marco Polo,rosé - Mourvèdre,25,0.71
Marco Polo,rosé - Pinot Noir,24,0.69
Marco Polo,rosé - Sangiovese,25,0.71
Marco Polo,rosé - Shiraz,24,0.69
Marco Polo,rosé - Tempranillo,25,0.71
Marco Polo,white - Albariño,25,0.71
Marco Polo,white - Chardonnay,25,0.71
Marco Polo,white - Chenin Blanc,28,0.8
Marco Polo,white - Gewürztraminer,23,0.66
Marco Polo,white - Moscato,24,0.69
Marco Polo,white - Pinot Grigio,24,0.69
Marco Polo,white - Riesling,25,0.71
Marco Polo,white - Sauvignon Blanc,25,0.71
Marco Polo,white - Vermentino,24,0.69
Marco Polo,white - Viognier,24,0.69
Maredsous,port - Gouveio,25,0.71
Maredsous,port - Malvasia Fina,25,0.71
Maredsous,port - Sousão,24,0.69
Maredsous,port - Tempranillo,28,0.8
Maredsous,port - Tinta Amarela,28,0.8
Maredsous,port - Tinta Barroca,24,0.69
Maredsous,port - Tinta Cão,24,0.69
Maredsous,port - Touriga Franca,28,0.8
Maredsous,port - Touriga Nacional,24,0.69
Maredsous,port - Viosinho,25,0.71
Maredsous,red - Cabernet Sauvignon,25,0.71
Maredsous,red - Carménère,25,0.71
Maredsous,red - Malbec,24,0.69
Maredsous,red - Merlot,25,0.71
Maredsous,red - Pinot Noir,28,0.8
Maredsous,red - Shiraz,25,0.71
Maredsous,red - Tempranillo,24,0.69
Maredsous,rosé - Cinsault,25,0.71
Maredsous,rosé - Grenache,28,0.8
Maredsous,rosé - Malbec,24,0.69
Maredsous,rosé - Merlot,28,0.8
Maredsous,rosé - Mourvèdre,25,0.71
Maredsous,rosé - Pinot Noir,25,0.71
Maredsous,rosé - Sangiovese,25,0.71
Maredsous,rosé - Shiraz,25,0.71
Maredsous,rosé - Tempranillo,25,0.71
Maredsous,white - Albariño,25,0.71
Maredsous,white - Chardonnay,25,0.71
Maredsous,white - Chenin Blanc,25,0.71
Maredsous,white - Gewürztraminer,25,0.71
Maredsous,white - Moscato,28,0.8
Maredsous,white - Pinot Grigio,28,0.8
Maredsous,white - Riesling,25,0.71
Maredsous,white - Sauvignon Blanc,25,0.71
Maredsous,white - Vermentino,25,0.71
Maredsous,white - Viognier,28,0.8
Margot,port - Gouveio,23,0.66
Margot,port - Malvasia Fina,23,0.66
Margot,port - Sousão,24,0.69
Margot,port - Tempranillo,27,0.77
Margot,port - Tinta Amarela,27,0.77
Margot,port - Tinta Barroca,24,0.69
Margot,port - Tinta Cão,24,0.69
Margot,port - Touriga Franca,24,0.69
Margot,port - Touriga Nacional,24,0.69
Margot,port - Viosinho,23,0.66
Margot,red - Cabernet Sauvignon,27,0.77
Margot,red - Carménère,27,0.77
Margot,red - Malbec,24,0.69
Margot,red - Merlot,27,0.77
Margot,red - Pinot Noir,27,0.77
Margot,red - Shiraz,25,0.71
Margot,red - Tempranillo,24,0.69
Margot,rosé - Cinsault,23,0.66
Margot,rosé - Grenache,27,0.77
Margot,rosé - Malbec,24,0.69
Margot,rosé - Merlot,27,0.77
Margot,rosé - Mourvèdre,25,0.71
Margot,rosé - Pinot Noir,27,0.77
Margot,rosé - Sangiovese,27,0.77
Margot,rosé - Shiraz,27,0.77
Margot,rosé - Tempranillo,27,0.77
Margot,white - Albariño,25,0.71
Margot,white - Chardonnay,27,0.77
Margot,white - Chenin Blanc,27,0.77
Margot,white - Gewürztraminer,23,0.66
Margot,white - Moscato,27,0.77
Margot,white - Pinot Grigio,24,0.69
Margot,white - Riesling,23,0.66
Margot,white - Sauvignon Blanc,23,0.66
Margot,white - Vermentino,24,0.69
Margot,white - Viognier,27,0.77
Maribo,port - Gouveio,25,0.71
Maribo,port - Malvasia Fina,25,0.71
Maribo,port - Sousão,22,0.63
Maribo,port - Tempranillo,30,0.86
Maribo,port - Tinta Amarela,30,0.86
Maribo,port - Tinta Barroca,22,0.63
Maribo,port - Tinta Cão,22,0.63
Maribo,port - Touriga Franca,26,0.74
Maribo,port - Touriga Nacional,22,0.63
Maribo,port - Viosinho,25,0.71
Maribo,red - Cabernet Sauvignon,30,0.86
Maribo,red - Carménère,30,0.86
Maribo,red - Malbec,22,0.63
Maribo,red - Merlot,30,0.86
Maribo,red - Pinot Noir,30,0.86
Maribo,red - Shiraz,23,0.66
Maribo,red - Tempranillo,20,0.57
Maribo,rosé - Cinsault,23,0.66
Maribo,rosé - Grenache,30,0.86
Maribo,rosé - Malbec,22,0.63
Maribo,rosé - Merlot,30,0.86
Maribo,rosé - Mourvèdre,21,0.6
Maribo,rosé - Pinot Noir,30,0.86
Maribo,rosé - Sangiovese,30,0.86
Maribo,rosé - Shiraz,30,0.86
Maribo,rosé - Tempranillo,30,0.86
Maribo,white - Albariño,22,0.63
Maribo,white - Chardonnay,30,0.86
Maribo,white - Chenin Blanc,30,0.86
Maribo,white - Gewürztraminer,25,0.71
Maribo,white - Moscato,30,0.86
Maribo,white - Pinot Grigio,26,0.74
Maribo,white - Riesling,25,0.71
Maribo,white - Sauvignon Blanc,25,0.71
Maribo,white - Vermentino,23,0.66
Maribo,white - Viognier,27,0.77
Marin French Triple Crème,port - Gouveio,26,0.74
Marin French Triple Crème,port - Malvasia Fina,26,0.74
Marin French Triple Crème,port - Sousão,23,0.66
Marin French Triple Crème,port - Tempranillo,34,0.97
Marin French Triple Crème,port - Tinta Amarela,34,0.97
Marin French Triple Crème,port - Tinta Barroca,23,0.66
Marin French Triple Crème,port - Tinta Cão,23,0.66
Marin French Triple Crème,port - Touriga Franca,34,0.97
Marin French Triple Crème,port - Touriga Nacional,23,0.66
Marin French Triple Crème,port - Viosinho,26,0.74
Marin French Triple Crème,red - Cabernet Sauvignon,24,0.69
Marin French Triple Crème,red - Carménère,26,0.74
Marin French Triple Crème,red - Malbec,23,0.66
Marin French Triple Crème,red - Merlot,24,0.69
Marin French Triple Crème,red - Pinot Noir,34,0.97
Marin French Triple Crème,red - Shiraz,23,0.66
Marin French Triple Crème,red - Tempranillo,21,0.6
Marin French Triple Crème,rosé - Cinsault,26,0.74
Marin French Triple Crème,rosé - Grenache,34,0.97
Marin French Triple Crème,rosé - Malbec,23,0.66
Marin French Triple Crème,rosé - Merlot,34,0.97
Marin French Triple Crème,rosé - Mourvèdre,22,0.63
Marin French Triple Crème,rosé - Pinot Noir,24,0.69
Marin French Triple Crème,rosé - Sangiovese,24,0.69
Marin French Triple Crème,rosé - Shiraz,26,0.74
Marin French Triple Crème,rosé - Tempranillo,26,0.74
Marin French Triple Crème,white - Albariño,23,0.66
Marin French Triple Crème,white - Chardonnay,24,0.69
Marin French Triple Crème,white - Chenin Blanc,26,0.74
Marin French Triple Crème,white - Gewürztraminer,26,0.74
Marin French Triple Crème,white - Moscato,34,0.97
Marin French Triple Crème,white - Pinot Grigio,34,0.97
Marin French Triple Crème,white - Riesling,26,0.74
Marin French Triple Crème,white - Sauvignon Blanc,26,0.74
Marin French Triple Crème,white - Vermentino,24,0.69
Marin French Triple Crème,white - Viognier,34,0.97
Marisa,port - Gouveio,22,0.63
Marisa,port - Malvasia Fina,22,0.63
Marisa,port - Sousão,21,0.6
Marisa,port - Tempranillo,27,0.77
Marisa,port - Tinta Amarela,27,0.77
Marisa,port - Tinta Barroca,21,0.6
Marisa,port - Tinta Cão,21,0.6
Marisa,port - Touriga Franca,27,0.77
Marisa,port - Touriga Nacional,21,0.6
Marisa,port - Viosinho,22,0.63
Marisa,red - Cabernet Sauvignon,26,0.74
Marisa,red - Carménère,28,0.8
Marisa,red - Malbec,21,0.6
Marisa,red - Merlot,26,0.74
Marisa,red - Pinot Noir,27,0.77
Marisa,red - Shiraz,24,0.69
Marisa,red - Tempranillo,21,0.6
Marisa,rosé - Cinsault,26,0.74
Marisa,rosé - Grenache,27,0.77
Marisa,rosé - Malbec,21,0.6
Marisa,rosé - Merlot,27,0.77
Marisa,rosé - Mourvèdre,22,0.63
Marisa,rosé - Pinot Noir,26,0.74
Marisa,rosé - Sangiovese,26,0.74
Marisa,rosé - Shiraz,28,0.8
Marisa,rosé - Tempranillo,28,0.8
Marisa,white - Albariño,22,0.63
Marisa,white - Chardonnay,26,0.74
Marisa,white - Chenin Blanc,26,0.74
Marisa,white - Gewürztraminer,22,0.63
Marisa,white - Moscato,27,0.77
Marisa,white - Pinot Grigio,27,0.77
Marisa,white - Riesling,22,0.63
Marisa,white - Sauvignon Blanc,22,0.63
Marisa,white - Vermentino,24,0.69
Marisa,white - Viognier,28,0.8
Maroilles,port - Gouveio,25,0.71
Maroilles,port - Malvasia Fina,25,0.71
Maroilles,port - Sousão,22,0.63
Maroilles,port - Tempranillo,30,0.86
Maroilles,port - Tinta Amarela,30,0.86
Maroilles,port - Tinta Barroca,22,0.63
Maroilles,port - Tinta Cão,22,0.63
Maroilles,port - Touriga Franca,30,0.86
Maroilles,port - Touriga Nacional,22,0.63
Maroilles,port - Viosinho,25,0.71
Maroilles,red - Cabernet Sauvignon,25,0.71
Maroilles,red - Carménère,27,0.77
Maroilles,red - Malbec,22,0.63
Maroilles,red - Merlot,25,0.71
Maroilles,red - Pinot Noir,30,0.86
Maroilles,red - Shiraz,22,0.63
Maroilles,red - Tempranillo,20,0.57
Maroilles,rosé - Cinsault,25,0.71
Maroilles,rosé - Grenache,30,0.86
Maroilles,rosé - Malbec,22,0.63
Maroilles,rosé - Merlot,30,0.86
Maroilles,rosé - Mourvèdre,21,0.6
Maroilles,rosé - Pinot Noir,25,0.71
Maroilles,rosé - Sangiovese,25,0.71
Maroilles,rosé - Shiraz,27,0.77
Maroilles,rosé - Tempranillo,27,0.77
Maroilles,white - Albariño,22,0.63
Maroilles,white - Chardonnay,25,0.71
Maroilles,white - Chenin Blanc,25,0.71
Maroilles,white - Gewürztraminer,25,0.71
Maroilles,white - Moscato,30,0.86
Maroilles,white - Pinot Grigio,30,0.86
Maroilles,white - Riesling,25,0.71
Maroilles,white - Sauvignon Blanc,25,0.71
Maroilles,white - Vermentino,23,0.66
Maroilles,white - Viognier,30,0.86
Martha's Heat,port - Gouveio,22,0.63
Martha's Heat,port - Malvasia Fina,22,0.63
Martha's Heat,port - Sousão,23,0.66
Martha's Heat,port - Tempranillo,24,0.69
Martha's Heat,port - Tinta Amarela,24,0.69
Martha's Heat,port - Tinta Barroca,23,0.66
Martha's Heat,port - Tinta Cão,23,0.66
Martha's Heat,port - Touriga Franca,23,0.66
Martha's Heat,port - Touriga Nacional,23,0.66
Martha's Heat,port - Viosinho,22,0.63
Martha's Heat,red - Cabernet Sauvignon,25,0.71
Martha's Heat,red - Carménère,24,0.69
Martha's Heat,red - Malbec,25,0.71
Martha's Heat,red - Merlot,25,0.71
Martha's Heat,red - Pinot Noir,24,0.69
Martha's Heat,red - Shiraz,27,0.77
Martha's Heat,red - Tempranillo,25,0.71
Martha's Heat,rosé - Cinsault,22,0.63
Martha's Heat,rosé - Grenache,24,0.69
Martha's Heat,rosé - Malbec,23,0.66
Martha's Heat,rosé - Merlot,25,0.71
Martha's Heat,rosé - Mourvèdre,24,0.69
Martha's Heat,rosé - Pinot Noir,24,0.69
Martha's Heat,rosé - Sangiovese,25,0.71
Martha's Heat,rosé - Shiraz,24,0.69
Martha's Heat,rosé - Tempranillo,24,0.69
Martha's Heat,white - Albariño,25,0.71
Martha's Heat,white - Chardonnay,24,0.69
Martha's Heat,white - Chenin Blanc,27,0.77
Martha's Heat,white - Gewürztraminer,22,0.63
Martha's Heat,white - Moscato,24,0.69
Martha's Heat,white - Pinot Grigio,23,0.66
Martha's Heat,white - Riesling,22,0.63
Martha's Heat,white - Sauvignon Blanc,22,0.63
Martha's Heat,white - Vermentino,23,0.66
Martha's Heat,white - Viognier,24,0.69
Mascares,port - Gouveio,25,0.71
Mascares,port - Malvasia Fina,25,0.71
Mascares,port - Sousão,22,0.63
Mascares,port - Tempranillo,28,0.8
Mascares,port - Tinta Amarela,28,0.8
Mascares,port - Tinta Barroca,22,0.63
Mascares,port - Tinta Cão,22,0.63
Mascares,port - Touriga Franca,28,0.8
Mascares,port - Touriga Nacional,22,0.63
Mascares,port - Viosinho,25,0.71
Mascares,red - Cabernet Sauvignon,27,0.77
Mascares,red - Carménère,30,0.86
Mascares,red - Malbec,22,0.63
Mascares,red - Merlot,29,0.83
Mascares,red - Pinot Noir,28,0.8
Mascares,red - Shiraz,23,0.66
Mascares,red - Tempranillo,22,0.63
Mascares,rosé - Cinsault,25,0.71
Mascares,rosé - Grenache,28,0.8
Mascares,rosé - Malbec,22,0.63
Mascares,rosé - Merlot,28,0.8
Mascares,rosé - Mourvèdre,26,0.74
Mascares,rosé - Pinot Noir,27,0.77
Mascares,rosé - Sangiovese,27,0.77
Mascares,rosé - Shiraz,30,0.86
Mascares,rosé - Tempranillo,30,0.86
Mascares,white - Albariño,23,0.66
Mascares,white - Chardonnay,27,0.77
Mascares,white - Chenin Blanc,27,0.77
Mascares,white - Gewürztraminer,25,0.71
Mascares,white - Moscato,28,0.8
Mascares,white - Pinot Grigio,28,0.8
Mascares,white - Riesling,25,0.71
Mascares,white - Sauvignon Blanc,25,0.71
Mascares,white - Vermentino,25,0.71
Mascares,white - Viognier,30,0.86
Mascarpone,port - Gouveio,25,0.71
Mascarpone,port - Malvasia Fina,25,0.71
Mascarpone,port - Sousão,22,0.63
Mascarpone,port - Tempranillo,30,0.86
Mascarpone,port - Tinta Amarela,30,0.86
Mascarpone,port - Tinta Barroca,22,0.63
Mascarpone,port - Tinta Cão,22,0.63
Mascarpone,port - Touriga Franca,30,0.86
Mascarpone,port - Touriga Nacional,22,0.63
Mascarpone,port - Viosinho,25,0.71
Mascarpone,red - Cabernet Sauvignon,23,0.66
Mascarpone,red - Carménère,23,0.66
Mascarpone,red - Malbec,22,0.63
Mascarpone,red - Merlot,23,0.66
Mascarpone,red - Pinot Noir,30,0.86
Mascarpone,red - Shiraz,22,0.63
Mascarpone,red - Tempranillo,20,0.57
Mascarpone,rosé - Cinsault,25,0.71
Mascarpone,rosé - Grenache,30,0.86
Mascarpone,rosé - Malbec,22,0.63
Mascarpone,rosé - Merlot,30,0.86
Mascarpone,rosé - Mourvèdre,21,0.6
Mascarpone,rosé - Pinot Noir,23,0.66
Mascarpone,rosé - Sangiovese,23,0.66
Mascarpone,rosé - Shiraz,23,0.66
Mascarpone,rosé - Tempranillo,23,0.66
Mascarpone,white - Albariño,22,0.63
Mascarpone,white - Chardonnay,23,0.66
Mascarpone,white - Chenin Blanc,25,0.71
Mascarpone,white - Gewürztraminer,25,0.71
Mascarpone,white - Moscato,30,0.86
Mascarpone,white - Pinot Grigio,30,0.86
Mascarpone,white - Riesling,25,0.71
Mascarpone,white - Sauvignon Blanc,25,0.71
Mascarpone,white - Vermentino,25,0.71
Mascarpone,white - Viognier,30,0.86
Mastorazio,port - Gouveio,21,0.6
Mastorazio,port - Malvasia Fina,21,0.6
Mastorazio,port - Sousão,20,0.57
Mastorazio,port - Tempranillo,23,0.66
Mastorazio,port - Tinta Amarela,23,0.66
Mastorazio,port - Tinta Barroca,20,0.57
Mastorazio,port - Tinta Cão,20,0.57
Mastorazio,port - Touriga Franca,20,0.57
Mastorazio,port - Touriga Nacional,20,0.57
Mastorazio,port - Viosinho,21,0.6
Mastorazio,red - Cabernet Sauvignon,23,0.66
Mastorazio,red - Carménère,23,0.66
Mastorazio,red - Malbec,20,0.57
Mastorazio,red - Merlot,24,0.69
Mastorazio,red - Pinot Noir,23,0.66
Mastorazio,red - Shiraz,23,0.66
Mastorazio,red - Tempranillo,20,0.57
Mastorazio,rosé - Cinsault,19,0.54
Mastorazio,rosé - Grenache,23,0.66
Mastorazio,rosé - Malbec,20,0.57
Mastorazio,rosé - Merlot,23,0.66
Mastorazio,rosé - Mourvèdre,23,0.66
Mastorazio,rosé - Pinot Noir,23,0.66
Mastorazio,rosé - Sangiovese,23,0.66
Mastorazio,rosé - Shiraz,23,0.66
Mastorazio,rosé - Tempranillo,23,0.66
Mastorazio,white - Albariño,23,0.66
Mastorazio,white - Chardonnay,23,0.66
Mastorazio,white - Chenin Blanc,23,0.66
Mastorazio,white - Gewürztraminer,21,0.6
Mastorazio,white - Moscato,23,0.66
Mastorazio,white - Pinot Grigio,20,0.57
Mastorazio,white - Riesling,21,0.6
Mastorazio,white - Sauvignon Blanc,21,0.6
Mastorazio,white - Vermentino,20,0.57
Mastorazio,white - Viognier,23,0.66
Matocq,port - Gouveio,25,0.71
Matocq,port - Malvasia Fina,25,0.71
Matocq,port - Sousão,20,0.57
Matocq,port - Tempranillo,25,0.71
Matocq,port - Tinta Amarela,25,0.71
Matocq,port - Tinta Barroca,20,0.57
Matocq,port - Tinta Cão,20,0.57
Matocq,port - Touriga Franca,22,0.63
Matocq,port - Touriga Nacional,20,0.57
Matocq,port - Viosinho,25,0.71
Matocq,red - Cabernet Sauvignon,25,0.71
Matocq,red - Carménère,25,0.71
Matocq,red - Malbec,20,0.57
Matocq,red - Merlot,25,0.71
Matocq,red - Pinot Noir,25,0.71
Matocq,red - Shiraz,25,0.71
Matocq,red - Tempranillo,20,0.57
Matocq,rosé - Cinsault,23,0.66
Matocq,rosé - Grenache,25,0.71
Matocq,rosé - Malbec,20,0.57
Matocq,rosé - Merlot,25,0.71
Matocq,rosé - Mourvèdre,23,0.66
Matocq,rosé - Pinot Noir,25,0.71
Matocq,rosé - Sangiovese,25,0.71
Matocq,rosé - Shiraz,25,0.71
Matocq,rosé - Tempranillo,25,0.71
Matocq,white - Albariño,23,0.66
Matocq,white - Chardonnay,25,0.71
Matocq,white - Chenin Blanc,25,0.71
Matocq,white - Gewürztraminer,25,0.71
Matocq,white - Moscato,25,0.71
Matocq,white - Pinot Grigio,23,0.66
Matocq,white - Riesling,25,0.71
Matocq,white - Sauvignon Blanc,25,0.71
Matocq,white - Vermentino,23,0.66
Matocq,white - Viognier,25,0.71
Mature Wensleydale,port - Gouveio,22,0.63
Mature Wensleydale,port - Malvasia Fina,22,0.63
Mature Wensleydale,port - Sousão,25,0.71
Mature Wensleydale,port - Tempranillo,24,0.69
Mature Wensleydale,port - Tinta Amarela,24,0.69
Mature Wensleydale,port - Tinta Barroca,25,0.71
Mature Wensleydale,port - Tinta Cão,25,0.71
Mature Wensleydale,port - Touriga Franca,23,0.66
Mature Wensleydale,port - Touriga Nacional,25,0.71
Mature Wensleydale,port - Viosinho,22,0.63
Mature Wensleydale,red - Cabernet Sauvignon,25,0.71
Mature Wensleydale,red - Carménère,24,0.69
Mature Wensleydale,red - Malbec,25,0.71
Mature Wensleydale,red - Merlot,25,0.71
Mature Wensleydale,red - Pinot Noir,24,0.69
Mature Wensleydale,red - Shiraz,26,0.74
Mature Wensleydale,red - Tempranillo,25,0.71
Mature Wensleydale,rosé - Cinsault,22,0.63
Mature Wensleydale,rosé - Grenache,24,0.69
Mature Wensleydale,rosé - Malbec,25,0.71
Mature Wensleydale,rosé - Merlot,25,0.71
Mature Wensleydale,rosé - Mourvèdre,28,0.8
Mature Wensleydale,rosé - Pinot Noir,25,0.71
Mature Wensleydale,rosé - Sangiovese,28,0.8
Mature Wensleydale,rosé - Shiraz,25,0.71
Mature Wensleydale,rosé - Tempranillo,28,0.8
Mature Wensleydale,white - Albariño,28,0.8
Mature Wensleydale,white - Chardonnay,28,0.8
Mature Wensleydale,white - Chenin Blanc,26,0.74
Mature Wensleydale,white - Gewürztraminer,22,0.63
Mature Wensleydale,white - Moscato,24,0.69
Mature Wensleydale,white - Pinot Grigio,23,0.66
Mature Wensleydale,white - Riesling,24,0.69
Mature Wensleydale,white - Sauvignon Blanc,24,0.69
Mature Wensleydale,white - Vermentino,25,0.71
Mature Wensleydale,white - Viognier,24,0.69
May Hill Green,port - Gouveio,24,0.69
May Hill Green,port - Malvasia Fina,24,0.69
May Hill Green,port - Sousão,23,0.66
May Hill Green,port - Tempranillo,26,0.74
May Hill Green,port - Tinta Amarela,26,0.74
May Hill Green,port - Tinta Barroca,23,0.66
May Hill Green,port - Tinta Cão,23,0.66
May Hill Green,port - Touriga Franca,25,0.71
